feature_index,block_type,meta,meaning
3302,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_0
3303,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_1
3304,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_2
3305,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_3
3306,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_4
3307,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_5
3308,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_6
3309,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_7
3310,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_8
3311,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_9
3312,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_10
3313,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_11
3314,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_12
3315,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_13
3316,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_14
3317,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_15
3318,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_16
3319,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_17
3320,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_18
3321,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_19
3322,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_20
3323,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_21
3324,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_22
3325,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_23
3326,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_24
3327,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_25
3328,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_26
3329,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_27
3330,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_28
3331,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_29
3332,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_30
3333,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__OFM_component_31
3334,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__atomic_mass_norm
3335,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__atomic_number_norm
3336,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__atomic_radius_norm
3337,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__mean__electron_affinity_norm
3338,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__magmom
3339,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_0
3340,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_1
3341,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_2
3342,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_3
3343,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_4
3344,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_5
3345,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_6
3346,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_7
3347,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_8
3348,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_9
3349,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_10
3350,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_11
3351,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_12
3352,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_13
3353,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_14
3354,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_15
3355,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_16
3356,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_17
3357,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_18
3358,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_19
3359,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_20
3360,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_21
3361,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_22
3362,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_23
3363,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_24
3364,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_25
3365,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_26
3366,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_27
3367,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_28
3368,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_29
3369,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_30
3370,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__OFM_component_31
3371,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__atomic_mass_norm
3372,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__atomic_number_norm
3373,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__atomic_radius_norm
3374,species_block,"{'type': 'species_block', 'species': 'Ni'}",Ni__std__electron_affinity_norm
3375,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__count
3376,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__magmom
3377,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_0
3378,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_1
3379,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_2
3380,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_3
3381,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_4
3382,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_5
3383,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_6
3384,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_7
3385,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_8
3386,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_9
3387,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_10
3388,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_11
3389,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_12
3390,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_13
3391,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_14
3392,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_15
3393,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_16
3394,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_17
3395,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_18
3396,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_19
3397,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_20
3398,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_21
3399,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_22
3400,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_23
3401,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_24
3402,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_25
3403,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_26
3404,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_27
3405,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_28
3406,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_29
3407,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_30
3408,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__OFM_component_31
3409,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__atomic_mass_norm
3410,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__atomic_number_norm
3411,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__atomic_radius_norm
3412,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__mean__electron_affinity_norm
3413,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__magmom
3414,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_0
3415,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_1
3416,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_2
3417,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_3
3418,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_4
3419,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_5
3420,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_6
3421,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_7
3422,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_8
3423,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_9
3424,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_10
3425,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_11
3426,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_12
3427,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_13
3428,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_14
3429,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_15
3430,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_16
3431,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_17
3432,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_18
3433,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_19
3434,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_20
3435,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_21
3436,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_22
3437,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_23
3438,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_24
3439,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_25
3440,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_26
3441,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_27
3442,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_28
3443,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_29
3444,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_30
3445,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__OFM_component_31
3446,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__atomic_mass_norm
3447,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__atomic_number_norm
3448,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__atomic_radius_norm
3449,species_block,"{'type': 'species_block', 'species': 'Np'}",Np__std__electron_affinity_norm
3450,species_block,"{'type': 'species_block', 'species': 'O'}",O__count
3451,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__magmom
3452,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_0
3453,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_1
3454,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_2
3455,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_3
3456,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_4
3457,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_5
3458,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_6
3459,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_7
3460,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_8
3461,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_9
3462,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_10
3463,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_11
3464,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_12
3465,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_13
3466,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_14
3467,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_15
3468,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_16
3469,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_17
3470,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_18
3471,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_19
3472,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_20
3473,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_21
3474,species_block,"{'type': 'species_block', 'species': 'O'}",O__mean__OFM_component_22
